,fecha_string,fecha,url,titulo,texto,categoria,fecha_string.1,mes,noticias_punct,sentimiento,noticias_tokenized,noticia_nonstop,noticia_stemmed,noticia_lemmatized,noticia_limpia
0,2018-02-04,2018-02-04T15:47:00,https://www.eluniverso.com/noticias/2018/12/04/nota/7082724/onu-quiere-conseguir-738-millones-ayudar-paises-vecinos-crisis,ONU quiere conseguir $ 738 millones para ayudar a países vecinos por crisis en Venezuela,"Ginebra -Naciones Unidas dijo el martes que busca obtener 738 millones de dólares en 2019 para ayudar a los países vecinos de Venezuela a lidiar con el flujo de millones de refugiados y migrantes procedentes de esa nación y que están ""sin perspectivas de retorno en el corto a mediano plazo"".Fue la primera vez que la crisis se incluyó en el llamamiento humanitario global de la ONU, que asciende a 21.900 millones de dólares para el año entrante, sin incluir a Siria.Tres millones de venezolanos han huido de la crisis política y económica que sufre la nación OPEP, la mayoría desde 2015, según la agencia de refugiados de la ONU, ACNUR.""Hay una crisis para la cual por primera vez tenemos un plan de respuesta, que es ayudar a los países vecinos de Venezuela a lidiar con las consecuencias de los grandes números de venezolanos que están dejando el país"", dijo Mark Lowcock, titular de la Oficina de las Naciones Unidas para la Coordinación de Asuntos Humanitarios (OCHA).El anuncio se realizó durante una conferencia de prensa en Ginebra en la que la ONU lanzó la solicitud de fondos para lidiar con 21 crisis humanitarias a nivel global.",Economia,2018-02-04,2,Ginebra Naciones Unidas dijo el martes que busca obtener  millones de dólares en  para ayudar a los países vecinos de Venezuela a lidiar con el flujo de millones de refugiados y migrantes procedentes de esa nación y que están sin perspectivas de retorno en el corto a mediano plazoFue la primera vez que la crisis se incluyó en el llamamiento humanitario global de la ONU que asciende a  millones de dólares para el año entrante sin incluir a SiriaTres millones de venezolanos han huido de la crisis política y económica que sufre la nación OPEP la mayoría desde  según la agencia de refugiados de la ONU ACNURHay una crisis para la cual por primera vez tenemos un plan de respuesta que es ayudar a los países vecinos de Venezuela a lidiar con las consecuencias de los grandes números de venezolanos que están dejando el país dijo Mark Lowcock titular de la Oficina de las Naciones Unidas para la Coordinación de Asuntos Humanitarios OCHAEl anuncio se realizó durante una conferencia de prensa en Ginebra en la que la ONU lanzó la solicitud de fondos para lidiar con  crisis humanitarias a nivel global,-0.9766,"['ginebra', 'naciones', 'unidas', 'dijo', 'el', 'martes', 'que', 'busca', 'obtener', 'millones', 'de', 'd', 'lares', 'en', 'para', 'ayudar', 'a', 'los', 'pa', 'ses', 'vecinos', 'de', 'venezuela', 'a', 'lidiar', 'con', 'el', 'flujo', 'de', 'millones', 'de', 'refugiados', 'y', 'migrantes', 'procedentes', 'de', 'esa', 'naci', 'n', 'y', 'que', 'est', 'n', 'sin', 'perspectivas', 'de', 'retorno', 'en', 'el', 'corto', 'a', 'mediano', 'plazofue', 'la', 'primera', 'vez', 'que', 'la', 'crisis', 'se', 'incluy', 'en', 'el', 'llamamiento', 'humanitario', 'global', 'de', 'la', 'onu', 'que', 'asciende', 'a', 'millones', 'de', 'd', 'lares', 'para', 'el', 'a', 'o', 'entrante', 'sin', 'incluir', 'a', 'siriatres', 'millones', 'de', 'venezolanos', 'han', 'huido', 'de', 'la', 'crisis', 'pol', 'tica', 'y', 'econ', 'mica', 'que', 'sufre', 'la', 'naci', 'n', 'opep', 'la', 'mayor', 'a', 'desde', 'seg', 'n', 'la', 'agencia', 'de', 'refugiados', 'de', 'la', 'onu', 'acnurhay', 'una', 'crisis', 'para', 'la', 'cual', 'por', 'primera', 'vez', 'tenemos', 'un', 'plan', 'de', 'respuesta', 'que', 'es', 'ayudar', 'a', 'los', 'pa', 'ses', 'vecinos', 'de', 'venezuela', 'a', 'lidiar', 'con', 'las', 'consecuencias', 'de', 'los', 'grandes', 'n', 'meros', 'de', 'venezolanos', 'que', 'est', 'n', 'dejando', 'el', 'pa', 's', 'dijo', 'mark', 'lowcock', 'titular', 'de', 'la', 'oficina', 'de', 'las', 'naciones', 'unidas', 'para', 'la', 'coordinaci', 'n', 'de', 'asuntos', 'humanitarios', 'ochael', 'anuncio', 'se', 'realiz', 'durante', 'una', 'conferencia', 'de', 'prensa', 'en', 'ginebra', 'en', 'la', 'que', 'la', 'onu', 'lanz', 'la', 'solicitud', 'de', 'fondos', 'para', 'lidiar', 'con', 'crisis', 'humanitarias', 'a', 'nivel', 'global']","['ginebra', 'naciones', 'unidas', 'dijo', 'martes', 'busca', 'obtener', 'millones', 'd', 'lares', 'ayudar', 'pa', 'ses', 'vecinos', 'venezuela', 'lidiar', 'flujo', 'millones', 'refugiados', 'migrantes', 'procedentes', 'naci', 'n', 'est', 'n', 'perspectivas', 'retorno', 'corto', 'mediano', 'plazofue', 'primera', 'vez', 'crisis', 'incluy', 'llamamiento', 'humanitario', 'global', 'onu', 'asciende', 'millones', 'd', 'lares', 'entrante', 'incluir', 'siriatres', 'millones', 'huido', 'crisis', 'pol', 'tica', 'econ', 'mica', 'sufre', 'naci', 'n', 'opep', 'mayor', 'seg', 'n', 'agencia', 'refugiados', 'onu', 'acnurhay', 'crisis', 'primera', 'vez', 'plan', 'respuesta', 'ayudar', 'pa', 'ses', 'vecinos', 'venezuela', 'lidiar', 'consecuencias', 'grandes', 'n', 'meros', 'est', 'n', 'dejando', 'pa', 's', 'dijo', 'mark', 'lowcock', 'titular', 'oficina', 'naciones', 'unidas', 'coordinaci', 'n', 'asuntos', 'humanitarios', 'ochael', 'anuncio', 'realiz', 'conferencia', 'prensa', 'ginebra', 'onu', 'lanz', 'solicitud', 'fondos', 'lidiar', 'crisis', 'humanitarias', 'nivel', 'global']","['ginebra', u'nacion', u'unida', 'dijo', u'mart', 'busca', u'obten', u'millon', 'd', u'lare', 'ayudar', 'pa', u'se', u'vecino', 'venezuela', 'lidiar', 'flujo', u'millon', u'refugiado', u'migrant', u'procedent', 'naci', 'n', 'est', 'n', u'perspectiva', 'retorno', 'corto', 'mediano', u'plazofu', 'primera', 'vez', u'crisi', 'incluy', 'llamamiento', 'humanitario', 'global', 'onu', u'asciend', u'millon', 'd', u'lare', u'entrant', 'incluir', u'siriatr', u'millon', 'huido', u'crisi', 'pol', 'tica', 'econ', 'mica', u'sufr', 'naci', 'n', 'opep', 'mayor', 'seg', 'n', 'agencia', u'refugiado', 'onu', 'acnurhay', u'crisi', 'primera', 'vez', 'plan', 'respuesta', 'ayudar', 'pa', u'se', u'vecino', 'venezuela', 'lidiar', u'consecuencia', u'grand', 'n', u'mero', 'est', 'n', 'dejando', 'pa', 's', 'dijo', 'mark', 'lowcock', 'titular', 'oficina', u'nacion', u'unida', 'coordinaci', 'n', u'asunto', u'humanitario', 'ochael', 'anuncio', 'realiz', 'conferencia', 'prensa', 'ginebra', 'onu', 'lanz', 'solicitud', u'fondo', 'lidiar', u'crisi', u'humanitaria', 'nivel', 'global']","['ginebra', 'naciones', 'unidas', 'martes', 'busca', 'obtener', 'millones', 'lares', 'ayudar', 'vecinos', 'lidiar', 'flujo', 'millones', 'refugiados', 'migrantes', 'procedentes', 'naci', 'perspectivas', 'retorno', 'corto', 'mediano', 'plazofue', 'primera', 'vez', 'crisis', 'incluy', 'llamamiento', 'humanitario', 'global', 'onu', 'asciende', 'millones', 'lares', 'entrante', 'incluir', 'siriatres', 'millones', 'huido', 'crisis', 'pol', 'econ', 'mica', 'sufre', 'naci', 'opep', 'mayor', 'agencia', 'refugiados', 'onu', 'acnurhay', 'crisis', 'primera', 'vez', 'plan', 'respuesta', 'ayudar', 'vecinos', 'lidiar', 'consecuencias', 'grandes', 'meros', 'mark', 'lowcock', 'titular', 'oficina', 'naciones', 'unidas', 'coordinaci', 'asuntos', 'humanitarios', 'ochael', 'anuncio', 'realiz', 'conferencia', 'prensa', 'ginebra', 'onu', 'lanz', 'solicitud', 'fondos', 'lidiar', 'crisis', 'humanitarias', 'nivel', 'global']","['ginebra', 'naciones', 'unidas', 'martes', 'busca', 'obtener', 'millones', 'lares', 'ayudar', 'vecinos', 'lidiar', 'flujo', 'millones', 'refugiados', 'migrantes', 'procedentes', 'naci', 'perspectivas', 'retorno', 'corto', 'mediano', 'plazofue', 'primera', 'vez', 'crisis', 'incluy', 'llamamiento', 'humanitario', 'global', 'onu', 'asciende', 'millones', 'lares', 'entrante', 'incluir', 'siriatres', 'millones', 'huido', 'crisis', 'pol', 'econ', 'mica', 'sufre', 'naci', 'opep', 'mayor', 'agencia', 'refugiados', 'onu', 'acnurhay', 'crisis', 'primera', 'vez', 'plan', 'respuesta', 'ayudar', 'vecinos', 'lidiar', 'consecuencias', 'grandes', 'meros', 'mark', 'lowcock', 'titular', 'oficina', 'naciones', 'unidas', 'coordinaci', 'asuntos', 'humanitarios', 'ochael', 'anuncio', 'realiz', 'conferencia', 'prensa', 'ginebra', 'onu', 'lanz', 'solicitud', 'fondos', 'lidiar', 'crisis', 'humanitarias', 'nivel', 'global']"
1,2018-02-12,2018-02-12T14:19:00,https://www.eluniverso.com/noticias/2018/12/12/nota/7095252/peinados-publicidad-otros-cambios-que-hace-concurso-miss-venezuela,Peinados por publicidad y otros cambios que hace el concurso Miss Venezuela ante la crisis,"Peinados a cambio de publicidad, un nuevo código de ética. El Miss Venezuela, que celebrará el jueves su 65 edición, busca reinventarse para sortear los estragos de la crisis económica, sepultar los escándalos de supuesto proxenetismo y abrirse a la participación de transexuales.La opulencia es cosa del pasado en este concurso del que han salido siete Miss Universo y seis Miss Mundo. De hacerse en el poliedro de Caracas, con un aforo de 20.000 personas, pasó a un estudio de la televisora dueña de los derechos -Venevisión- con capacidad para unas 200.La organización ha tenido que ingeniárselas para no dejar morir el certamen, canjeando peinados y maquillaje por publicidad del canal, y compartiendo el costo del vestuario con los diseñadores.Así como no tenemos para realizar un Miss Venezuela opulento",Economia,2018-02-12,2,Peinados a cambio de publicidad un nuevo código de ética El Miss Venezuela que celebrará el jueves su  edición busca reinventarse para sortear los estragos de la crisis económica sepultar los escándalos de supuesto proxenetismo y abrirse a la participación de transexualesLa opulencia es cosa del pasado en este concurso del que han salido siete Miss Universo y seis Miss Mundo De hacerse en el poliedro de Caracas con un aforo de  personas pasó a un estudio de la televisora dueña de los derechos Venevisión con capacidad para unas La organización ha tenido que ingeniárselas para no dejar morir el certamen canjeando peinados y maquillaje por publicidad del canal y compartiendo el costo del vestuario con los diseñadoresAsí como no tenemos para realizar un Miss Venezuela opulento,-0.8591,"['peinados', 'a', 'cambio', 'de', 'publicidad', 'un', 'nuevo', 'c', 'digo', 'de', 'tica', 'el', 'miss', 'venezuela', 'que', 'celebrar', 'el', 'jueves', 'su', 'edici', 'n', 'busca', 'reinventarse', 'para', 'sortear', 'los', 'estragos', 'de', 'la', 'crisis', 'econ', 'mica', 'sepultar', 'los', 'esc', 'ndalos', 'de', 'supuesto', 'proxenetismo', 'y', 'abrirse', 'a', 'la', 'participaci', 'n', 'de', 'transexualesla', 'opulencia', 'es', 'cosa', 'del', 'pasado', 'en', 'este', 'concurso', 'del', 'que', 'han', 'salido', 'siete', 'miss', 'universo', 'y', 'seis', 'miss', 'mundo', 'de', 'hacerse', 'en', 'el', 'poliedro', 'de', 'caracas', 'con', 'un', 'aforo', 'de', 'personas', 'pas', 'a', 'un', 'estudio', 'de', 'la', 'televisora', 'due', 'a', 'de', 'los', 'derechos', 'venevisi', 'n', 'con', 'capacidad', 'para', 'unas', 'la', 'organizaci', 'n', 'ha', 'tenido', 'que', 'ingeni', 'rselas', 'para', 'no', 'dejar', 'morir', 'el', 'certamen', 'canjeando', 'peinados', 'y', 'maquillaje', 'por', 'publicidad', 'del', 'canal', 'y', 'compartiendo', 'el', 'costo', 'del', 'vestuario', 'con', 'los', 'dise', 'adoresas', 'como', 'no', 'tenemos', 'para', 'realizar', 'un', 'miss', 'venezuela', 'opulento']","['peinados', 'cambio', 'publicidad', 'nuevo', 'c', 'digo', 'tica', 'miss', 'venezuela', 'celebrar', 'jueves', 'edici', 'n', 'busca', 'reinventarse', 'sortear', 'estragos', 'crisis', 'econ', 'mica', 'sepultar', 'esc', 'ndalos', 'supuesto', 'proxenetismo', 'abrirse', 'participaci', 'n', 'transexualesla', 'opulencia', 'cosa', 'pasado', 'concurso', 'salido', 'siete', 'miss', 'universo', 'seis', 'miss', 'mundo', 'hacerse', 'poliedro', 'caracas', 'aforo', 'personas', 'pas', 'estudio', 'televisora', 'due', 'derechos', 'venevisi', 'n', 'capacidad', 'unas', 'organizaci', 'n', 'ingeni', 'rselas', 'dejar', 'morir', 'certamen', 'canjeando', 'peinados', 'maquillaje', 'publicidad', 'canal', 'compartiendo', 'costo', 'vestuario', 'dise', 'adoresas', 'realizar', 'miss', 'venezuela', 'opulento']","[u'peinado', 'cambio', 'publicidad', 'nuevo', 'c', 'digo', 'tica', u'miss', 'venezuela', 'celebrar', u'juev', 'edici', 'n', 'busca', u'reinventars', 'sortear', u'estrago', u'crisi', 'econ', 'mica', 'sepultar', 'esc', u'ndalo', 'supuesto', 'proxenetismo', u'abrirs', 'participaci', 'n', 'transexualesla', 'opulencia', 'cosa', 'pasado', 'concurso', 'salido', u'siet', u'miss', 'universo', u'sei', u'miss', 'mundo', u'hacers', 'poliedro', u'caraca', 'aforo', u'persona', u'pa', 'estudio', 'televisora', 'due', u'derecho', 'venevisi', 'n', 'capacidad', u'una', 'organizaci', 'n', 'ingeni', u'rsela', 'dejar', 'morir', 'certamen', 'canjeando', u'peinado', u'maquillaj', 'publicidad', 'canal', 'compartiendo', 'costo', 'vestuario', 'dise', u'adoresa', 'realizar', u'miss', 'venezuela', 'opulento']","['peinados', 'cambio', 'publicidad', 'nuevo', 'digo', 'miss', 'celebrar', 'jueves', 'edici', 'busca', 'reinventarse', 'sortear', 'estragos', 'crisis', 'econ', 'mica', 'sepultar', 'esc', 'ndalos', 'supuesto', 'proxenetismo', 'abrirse', 'participaci', 'transexualesla', 'opulencia', 'cosa', 'pasado', 'concurso', 'salido', 'siete', 'miss', 'universo', 'seis', 'miss', 'mundo', 'hacerse', 'poliedro', 'caracas', 'aforo', u'persona', 'estudio', 'televisora', 'due', 'derechos', 'venevisi', 'capacidad', 'unas', 'organizaci', 'ingeni', 'rselas', 'morir', 'certamen', 'canjeando', 'peinados', 'maquillaje', 'publicidad', 'canal', 'compartiendo', 'costo', 'vestuario', 'dise', 'adoresas', 'realizar', 'miss', 'opulento']","['peinados', 'cambio', 'publicidad', 'nuevo', 'digo', 'miss', 'celebrar', 'jueves', 'edici', 'busca', 'reinventarse', 'sortear', 'estragos', 'crisis', 'econ', 'mica', 'sepultar', 'esc', 'ndalos', 'supuesto', 'proxenetismo', 'abrirse', 'participaci', 'transexualesla', 'opulencia', 'cosa', 'pasado', 'concurso', 'salido', 'siete', 'miss', 'universo', 'seis', 'miss', 'mundo', 'hacerse', 'poliedro', 'caracas', 'aforo', u'persona', 'estudio', 'televisora', 'due', 'derechos', 'venevisi', 'capacidad', 'unas', 'organizaci', 'ingeni', 'rselas', 'morir', 'certamen', 'canjeando', 'peinados', 'maquillaje', 'publicidad', 'canal', 'compartiendo', 'costo', 'vestuario', 'dise', 'adoresas', 'realizar', 'miss', 'opulento']"
