,fecha_string,fecha,url,titulo,texto,categoria,fecha_string.1,mes,sentimiento,noticias_nonaccent,noticias_punct,noticias_tokenized,noticia_nonstop,noticia_stemmed,noticia_lemmatized,noticia_cleaned,categ_num,sentimiento_polaridad,sentimiento_categ
0,2018-02-04,2018-02-04T15:47:00,https://www.eluniverso.com/noticias/2018/12/04/nota/7082724/onu-quiere-conseguir-738-millones-ayudar-paises-vecinos-crisis,ONU quiere conseguir $ 738 millones para ayudar a países vecinos por crisis en Venezuela,"Ginebra -Naciones Unidas dijo el martes que busca obtener 738 millones de dólares en 2019 para ayudar a los países vecinos de Venezuela a lidiar con el flujo de millones de refugiados y migrantes procedentes de esa nación y que están ""sin perspectivas de retorno en el corto a mediano plazo"".Fue la primera vez que la crisis se incluyó en el llamamiento humanitario global de la ONU, que asciende a 21.900 millones de dólares para el año entrante, sin incluir a Siria.Tres millones de venezolanos han huido de la crisis política y económica que sufre la nación OPEP, la mayoría desde 2015, según la agencia de refugiados de la ONU, ACNUR.""Hay una crisis para la cual por primera vez tenemos un plan de respuesta, que es ayudar a los países vecinos de Venezuela a lidiar con las consecuencias de los grandes números de venezolanos que están dejando el país"", dijo Mark Lowcock, titular de la Oficina de las Naciones Unidas para la Coordinación de Asuntos Humanitarios (OCHA).El anuncio se realizó durante una conferencia de prensa en Ginebra en la que la ONU lanzó la solicitud de fondos para lidiar con 21 crisis humanitarias a nivel global.",Economia,2018-02-04,2,-0.9766,"Ginebra -Naciones Unidas dijo el martes que busca obtener 738 millones de dolares en 2019 para ayudar a los paises vecinos de Venezuela a lidiar con el flujo de millones de refugiados y migrantes procedentes de esa nacion y que estan ""sin perspectivas de retorno en el corto a mediano plazo"".Fue la primera vez que la crisis se incluyo en el llamamiento humanitario global de la ONU, que asciende a 21.900 millones de dolares para el año entrante, sin incluir a Siria.Tres millones de venezolanos han huido de la crisis politica y economica que sufre la nacion OPEP, la mayoria desde 2015, segun la agencia de refugiados de la ONU, ACNUR.""Hay una crisis para la cual por primera vez tenemos un plan de respuesta, que es ayudar a los paises vecinos de Venezuela a lidiar con las consecuencias de los grandes numeros de venezolanos que estan dejando el pais"", dijo Mark Lowcock, titular de la Oficina de las Naciones Unidas para la Coordinacion de Asuntos Humanitarios (OCHA).El anuncio se realizo durante una conferencia de prensa en Ginebra en la que la ONU lanzo la solicitud de fondos para lidiar con 21 crisis humanitarias a nivel global.",Ginebra Naciones Unidas dijo el martes que busca obtener  millones de dolares en  para ayudar a los paises vecinos de Venezuela a lidiar con el flujo de millones de refugiados y migrantes procedentes de esa nacion y que estan sin perspectivas de retorno en el corto a mediano plazoFue la primera vez que la crisis se incluyo en el llamamiento humanitario global de la ONU que asciende a  millones de dolares para el año entrante sin incluir a SiriaTres millones de venezolanos han huido de la crisis politica y economica que sufre la nacion OPEP la mayoria desde  segun la agencia de refugiados de la ONU ACNURHay una crisis para la cual por primera vez tenemos un plan de respuesta que es ayudar a los paises vecinos de Venezuela a lidiar con las consecuencias de los grandes numeros de venezolanos que estan dejando el pais dijo Mark Lowcock titular de la Oficina de las Naciones Unidas para la Coordinacion de Asuntos Humanitarios OCHAEl anuncio se realizo durante una conferencia de prensa en Ginebra en la que la ONU lanzo la solicitud de fondos para lidiar con  crisis humanitarias a nivel global,"['ginebra', 'naciones', 'unidas', 'dijo', 'el', 'martes', 'que', 'busca', 'obtener', 'millones', 'de', 'dolares', 'en', 'para', 'ayudar', 'a', 'los', 'paises', 'vecinos', 'de', 'venezuela', 'a', 'lidiar', 'con', 'el', 'flujo', 'de', 'millones', 'de', 'refugiados', 'y', 'migrantes', 'procedentes', 'de', 'esa', 'nacion', 'y', 'que', 'estan', 'sin', 'perspectivas', 'de', 'retorno', 'en', 'el', 'corto', 'a', 'mediano', 'plazofue', 'la', 'primera', 'vez', 'que', 'la', 'crisis', 'se', 'incluyo', 'en', 'el', 'llamamiento', 'humanitario', 'global', 'de', 'la', 'onu', 'que', 'asciende', 'a', 'millones', 'de', 'dolares', 'para', 'el', 'a', 'o', 'entrante', 'sin', 'incluir', 'a', 'siriatres', 'millones', 'de', 'venezolanos', 'han', 'huido', 'de', 'la', 'crisis', 'politica', 'y', 'economica', 'que', 'sufre', 'la', 'nacion', 'opep', 'la', 'mayoria', 'desde', 'segun', 'la', 'agencia', 'de', 'refugiados', 'de', 'la', 'onu', 'acnurhay', 'una', 'crisis', 'para', 'la', 'cual', 'por', 'primera', 'vez', 'tenemos', 'un', 'plan', 'de', 'respuesta', 'que', 'es', 'ayudar', 'a', 'los', 'paises', 'vecinos', 'de', 'venezuela', 'a', 'lidiar', 'con', 'las', 'consecuencias', 'de', 'los', 'grandes', 'numeros', 'de', 'venezolanos', 'que', 'estan', 'dejando', 'el', 'pais', 'dijo', 'mark', 'lowcock', 'titular', 'de', 'la', 'oficina', 'de', 'las', 'naciones', 'unidas', 'para', 'la', 'coordinacion', 'de', 'asuntos', 'humanitarios', 'ochael', 'anuncio', 'se', 'realizo', 'durante', 'una', 'conferencia', 'de', 'prensa', 'en', 'ginebra', 'en', 'la', 'que', 'la', 'onu', 'lanzo', 'la', 'solicitud', 'de', 'fondos', 'para', 'lidiar', 'con', 'crisis', 'humanitarias', 'a', 'nivel', 'global']","['ginebra', 'naciones', 'unidas', 'martes', 'busca', 'obtener', 'millones', 'dolares', 'ayudar', 'paises', 'vecinos', 'lidiar', 'flujo', 'millones', 'refugiados', 'migrantes', 'procedentes', 'nacion', 'estan', 'perspectivas', 'retorno', 'corto', 'mediano', 'plazofue', 'primera', 'vez', 'crisis', 'incluyo', 'llamamiento', 'humanitario', 'global', 'onu', 'asciende', 'millones', 'dolares', 'entrante', 'incluir', 'siriatres', 'millones', 'huido', 'crisis', 'politica', 'economica', 'sufre', 'nacion', 'opep', 'mayoria', 'segun', 'agencia', 'refugiados', 'onu', 'acnurhay', 'crisis', 'primera', 'vez', 'plan', 'respuesta', 'ayudar', 'paises', 'vecinos', 'lidiar', 'consecuencias', 'grandes', 'numeros', 'estan', 'dejando', 'pais', 'mark', 'lowcock', 'titular', 'oficina', 'naciones', 'unidas', 'coordinacion', 'asuntos', 'humanitarios', 'ochael', 'realizo', 'conferencia', 'prensa', 'ginebra', 'onu', 'lanzo', 'solicitud', 'fondos', 'lidiar', 'crisis', 'humanitarias', 'nivel', 'global']","['ginebra', u'nacion', u'unida', u'mart', 'busca', u'obten', u'millon', u'dolar', 'ayudar', u'pais', u'vecino', 'lidiar', 'flujo', u'millon', u'refugiado', u'migrant', u'procedent', 'nacion', 'estan', u'perspectiva', 'retorno', 'corto', 'mediano', u'plazofu', 'primera', 'vez', u'crisi', 'incluyo', 'llamamiento', 'humanitario', 'global', 'onu', u'asciend', u'millon', u'dolar', u'entrant', 'incluir', u'siriatr', u'millon', 'huido', u'crisi', 'politica', 'economica', u'sufr', 'nacion', 'opep', 'mayoria', 'segun', 'agencia', u'refugiado', 'onu', 'acnurhay', u'crisi', 'primera', 'vez', 'plan', 'respuesta', 'ayudar', u'pais', u'vecino', 'lidiar', u'consecuencia', u'grand', u'numero', 'estan', 'dejando', u'pai', 'mark', 'lowcock', 'titular', 'oficina', u'nacion', u'unida', 'coordinacion', u'asunto', u'humanitario', 'ochael', 'realizo', 'conferencia', 'prensa', 'ginebra', 'onu', 'lanzo', 'solicitud', u'fondo', 'lidiar', u'crisi', u'humanitaria', 'nivel', 'global']","['ginebra', 'naciones', 'unidas', 'martes', 'busca', 'obtener', 'millones', 'dolares', 'ayudar', 'paises', 'vecinos', 'lidiar', 'flujo', 'millones', 'refugiados', 'migrantes', 'procedentes', 'nacion', 'estan', 'perspectivas', 'retorno', 'corto', 'mediano', 'plazofue', 'primera', 'vez', 'crisis', 'incluyo', 'llamamiento', 'humanitario', 'global', 'onu', 'asciende', 'millones', 'dolares', 'entrante', 'incluir', 'siriatres', 'millones', 'huido', 'crisis', 'politica', 'economica', 'sufre', 'nacion', 'opep', 'mayoria', 'segun', 'agencia', 'refugiados', 'onu', 'acnurhay', 'crisis', 'primera', 'vez', 'plan', 'respuesta', 'ayudar', 'paises', 'vecinos', 'lidiar', 'consecuencias', 'grandes', 'numeros', 'estan', 'pais', 'mark', 'lowcock', 'titular', 'oficina', 'naciones', 'unidas', 'coordinacion', 'asuntos', 'humanitarios', 'ochael', 'realizo', 'conferencia', 'prensa', 'ginebra', 'onu', 'lanzo', 'solicitud', 'fondos', 'lidiar', 'crisis', 'humanitarias', 'nivel', 'global']",ginebra naciones unidas martes busca obtener millones dolares ayudar paises vecinos lidiar flujo millones refugiados migrantes procedentes nacion estan perspectivas retorno corto mediano plazofue primera vez crisis incluyo llamamiento humanitario global onu asciende millones dolares entrante incluir siriatres millones huido crisis politica economica sufre nacion opep mayoria segun agencia refugiados onu acnurhay crisis primera vez plan respuesta ayudar paises vecinos lidiar consecuencias grandes numeros estan pais mark lowcock titular oficina naciones unidas coordinacion asuntos humanitarios ochael realizo conferencia prensa ginebra onu lanzo solicitud fondos lidiar crisis humanitarias nivel global,2,positivo,1
1,2018-02-12,2018-02-12T14:19:00,https://www.eluniverso.com/noticias/2018/12/12/nota/7095252/peinados-publicidad-otros-cambios-que-hace-concurso-miss-venezuela,Peinados por publicidad y otros cambios que hace el concurso Miss Venezuela ante la crisis,"Peinados a cambio de publicidad, un nuevo código de ética. El Miss Venezuela, que celebrará el jueves su 65 edición, busca reinventarse para sortear los estragos de la crisis económica, sepultar los escándalos de supuesto proxenetismo y abrirse a la participación de transexuales.La opulencia es cosa del pasado en este concurso del que han salido siete Miss Universo y seis Miss Mundo. De hacerse en el poliedro de Caracas, con un aforo de 20.000 personas, pasó a un estudio de la televisora dueña de los derechos -Venevisión- con capacidad para unas 200.La organización ha tenido que ingeniárselas para no dejar morir el certamen, canjeando peinados y maquillaje por publicidad del canal, y compartiendo el costo del vestuario con los diseñadores.Así como no tenemos para realizar un Miss Venezuela opulento",Economia,2018-02-12,2,-0.8591,"Peinados a cambio de publicidad, un nuevo codigo de etica. El Miss Venezuela, que celebrara el jueves su 65 edicion, busca reinventarse para sortear los estragos de la crisis economica, sepultar los escandalos de supuesto proxenetismo y abrirse a la participacion de transexuales.La opulencia es cosa del pasado en este concurso del que han salido siete Miss Universo y seis Miss Mundo. De hacerse en el poliedro de Caracas, con un aforo de 20.000 personas, paso a un estudio de la televisora dueña de los derechos -Venevision- con capacidad para unas 200.La organizacion ha tenido que ingeniarselas para no dejar morir el certamen, canjeando peinados y maquillaje por publicidad del canal, y compartiendo el costo del vestuario con los diseñadores.Asi como no tenemos para realizar un Miss Venezuela opulento",Peinados a cambio de publicidad un nuevo codigo de etica El Miss Venezuela que celebrara el jueves su  edicion busca reinventarse para sortear los estragos de la crisis economica sepultar los escandalos de supuesto proxenetismo y abrirse a la participacion de transexualesLa opulencia es cosa del pasado en este concurso del que han salido siete Miss Universo y seis Miss Mundo De hacerse en el poliedro de Caracas con un aforo de  personas paso a un estudio de la televisora dueña de los derechos Venevision con capacidad para unas La organizacion ha tenido que ingeniarselas para no dejar morir el certamen canjeando peinados y maquillaje por publicidad del canal y compartiendo el costo del vestuario con los diseñadoresAsi como no tenemos para realizar un Miss Venezuela opulento,"['peinados', 'a', 'cambio', 'de', 'publicidad', 'un', 'nuevo', 'codigo', 'de', 'etica', 'el', 'miss', 'venezuela', 'que', 'celebrara', 'el', 'jueves', 'su', 'edicion', 'busca', 'reinventarse', 'para', 'sortear', 'los', 'estragos', 'de', 'la', 'crisis', 'economica', 'sepultar', 'los', 'escandalos', 'de', 'supuesto', 'proxenetismo', 'y', 'abrirse', 'a', 'la', 'participacion', 'de', 'transexualesla', 'opulencia', 'es', 'cosa', 'del', 'pasado', 'en', 'este', 'concurso', 'del', 'que', 'han', 'salido', 'siete', 'miss', 'universo', 'y', 'seis', 'miss', 'mundo', 'de', 'hacerse', 'en', 'el', 'poliedro', 'de', 'caracas', 'con', 'un', 'aforo', 'de', 'personas', 'paso', 'a', 'un', 'estudio', 'de', 'la', 'televisora', 'due', 'a', 'de', 'los', 'derechos', 'venevision', 'con', 'capacidad', 'para', 'unas', 'la', 'organizacion', 'ha', 'tenido', 'que', 'ingeniarselas', 'para', 'no', 'dejar', 'morir', 'el', 'certamen', 'canjeando', 'peinados', 'y', 'maquillaje', 'por', 'publicidad', 'del', 'canal', 'y', 'compartiendo', 'el', 'costo', 'del', 'vestuario', 'con', 'los', 'dise', 'adoresasi', 'como', 'no', 'tenemos', 'para', 'realizar', 'un', 'miss', 'venezuela', 'opulento']","['peinados', 'cambio', 'publicidad', 'nuevo', 'codigo', 'etica', 'miss', 'celebrara', 'jueves', 'edicion', 'busca', 'reinventarse', 'sortear', 'estragos', 'crisis', 'economica', 'sepultar', 'escandalos', 'supuesto', 'proxenetismo', 'abrirse', 'participacion', 'transexualesla', 'opulencia', 'cosa', 'pasado', 'concurso', 'salido', 'siete', 'miss', 'universo', 'seis', 'miss', 'mundo', 'hacerse', 'poliedro', 'caracas', 'aforo', 'personas', 'paso', 'estudio', 'televisora', 'due', 'derechos', 'venevision', 'capacidad', 'unas', 'organizacion', 'ingeniarselas', 'dejar', 'morir', 'certamen', 'canjeando', 'peinados', 'maquillaje', 'publicidad', 'canal', 'compartiendo', 'costo', 'vestuario', 'dise', 'adoresasi', 'realizar', 'miss', 'opulento']","[u'peinado', 'cambio', 'publicidad', 'nuevo', 'codigo', 'etica', u'miss', 'celebrara', u'juev', 'edicion', 'busca', u'reinventars', 'sortear', u'estrago', u'crisi', 'economica', 'sepultar', u'escandalo', 'supuesto', 'proxenetismo', u'abrirs', 'participacion', 'transexualesla', 'opulencia', 'cosa', 'pasado', 'concurso', 'salido', u'siet', u'miss', 'universo', u'sei', u'miss', 'mundo', u'hacers', 'poliedro', u'caraca', 'aforo', u'persona', 'paso', 'estudio', 'televisora', 'due', u'derecho', u'venevis', 'capacidad', u'una', 'organizacion', u'ingeniarsela', 'dejar', 'morir', 'certamen', 'canjeando', u'peinado', u'maquillaj', 'publicidad', 'canal', 'compartiendo', 'costo', 'vestuario', 'dise', 'adoresasi', 'realizar', u'miss', 'opulento']","['peinados', 'cambio', 'publicidad', 'nuevo', 'codigo', 'etica', 'miss', 'celebrara', 'jueves', 'edicion', 'busca', 'reinventarse', 'sortear', 'estragos', 'crisis', 'economica', 'sepultar', 'escandalos', 'supuesto', 'proxenetismo', 'abrirse', 'participacion', 'transexualesla', 'opulencia', 'cosa', 'pasado', 'concurso', 'salido', 'siete', 'miss', 'universo', 'seis', 'miss', 'mundo', 'hacerse', 'poliedro', 'caracas', 'aforo', u'persona', 'paso', 'estudio', 'televisora', 'due', 'derechos', 'venevision', 'capacidad', 'unas', 'organizacion', 'ingeniarselas', 'morir', 'certamen', 'canjeando', 'peinados', 'maquillaje', 'publicidad', 'canal', 'compartiendo', 'costo', 'vestuario', 'dise', 'adoresasi', 'realizar', 'miss', 'opulento']",peinados cambio publicidad nuevo codigo etica miss celebrara jueves edicion busca reinventarse sortear estragos crisis economica sepultar escandalos supuesto proxenetismo abrirse participacion transexualesla opulencia cosa pasado concurso salido siete miss universo seis miss mundo hacerse poliedro caracas aforo persona paso estudio televisora due derechos venevision capacidad unas organizacion ingeniarselas morir certamen canjeando peinados maquillaje publicidad canal compartiendo costo vestuario dise adoresasi realizar miss opulento,2,positivo,1
